graph_id,family,n_nodes,n_edges,method,size,valid,runtime,label_size
3849,sanchis,60,766,sa_restarts,9,True,0.0005431175231933594,8
3849,sanchis,60,766,gat_cond+greedy,9,True,0.003461122512817383,8
1714,johnson,94,4362,greedy_min_degree,2,True,0.00398707389831543,2
1714,johnson,94,4362,greedy_random,2,True,3.0994415283203125e-05,2
1714,johnson,94,4362,sa_restarts,2,True,0.0004961490631103516,2
1714,johnson,94,4362,gat_cond+greedy,2,True,0.01447606086730957,2
1440,hamming,26,169,greedy_min_degree,6,True,0.00021910667419433594,6
1440,hamming,26,169,greedy_random,4,True,2.09808349609375e-05,6
1440,hamming,26,169,sa_restarts,6,True,0.00024700164794921875,6
1440,hamming,26,169,exact,6,True,0.0003020763397216797,6
1440,hamming,26,169,gat_cond+greedy,5,True,0.0025708675384521484,6
1647,hamming,93,3906,greedy_min_degree,3,True,0.004499197006225586,3
1647,hamming,93,3906,greedy_random,3,True,2.9802322387695312e-05,3
1647,hamming,93,3906,sa_restarts,3,True,0.0005769729614257812,3
1647,hamming,93,3906,gat_cond+greedy,3,True,0.013147830963134766,3
4115,sanchis_random,175,8502,greedy_min_degree,9,True,0.009639978408813477,9
4115,sanchis_random,175,8502,greedy_random,6,True,4.887580871582031e-05,9
4115,sanchis_random,175,8502,sa_restarts,7,True,0.0013930797576904297,9
4115,sanchis_random,175,8502,gat_cond+greedy,7,True,0.021941184997558594,9
193,brockington,52,738,greedy_min_degree,6,True,0.0007770061492919922,7
193,brockington,52,738,greedy_random,5,True,3.0040740966796875e-05,7
193,brockington,52,738,sa_restarts,6,True,0.00039386749267578125,7
193,brockington,52,738,gat_cond+greedy,5,True,0.00494694709777832,7
2968,p_hat,23,91,greedy_min_degree,7,True,0.0001811981201171875,7
2968,p_hat,23,91,greedy_random,6,True,2.193450927734375e-05,7
2968,p_hat,23,91,sa_restarts,6,True,0.0003387928009033203,7
2968,p_hat,23,91,exact,7,True,0.00027871131896972656,7
2968,p_hat,23,91,gat_cond+greedy,7,True,0.00185394287109375,7
2976,p_hat,91,2041,greedy_min_degree,7,True,0.0020258426666259766,8
2976,p_hat,91,2041,greedy_random,6,True,3.0994415283203125e-05,8
2976,p_hat,91,2041,sa_restarts,8,True,0.000659942626953125,8
2976,p_hat,91,2041,gat_cond+greedy,7,True,0.009629011154174805,8
2888,p_hat,40,445,greedy_min_degree,6,True,0.00047707557678222656,7
2888,p_hat,40,445,greedy_random,5,True,2.288818359375e-05,7
2888,p_hat,40,445,sa_restarts,5,True,0.0003330707550048828,7
2888,p_hat,40,445,gat_cond+greedy,5,True,0.002665996551513672,7
585,c_fat,32,473,greedy_min_degree,2,True,0.0004611015319824219,2
585,c_fat,32,473,greedy_random,2,True,1.5974044799804688e-05,2
585,c_fat,32,473,sa_restarts,2,True,0.00023603439331054688,2
585,c_fat,32,473,exact,2,True,0.00028204917907714844,2
585,c_fat,32,473,gat_cond+greedy,2,True,0.002588987350463867,2
1465,hamming,120,5487,greedy_min_degree,8,True,0.0048520565032958984,8
1465,hamming,120,5487,greedy_random,8,True,3.62396240234375e-05,8
1465,hamming,120,5487,sa_restarts,7,True,0.0008978843688964844,8
1465,hamming,120,5487,gat_cond+greedy,8,True,0.014713048934936523,8
3935,sanchis_random,147,6619,greedy_min_degree,7,True,0.006102800369262695,7
3935,sanchis_random,147,6619,greedy_random,5,True,5.602836608886719e-05,7
3935,sanchis_random,147,6619,sa_restarts,6,True,0.0013091564178466797,7
3935,sanchis_random,147,6619,gat_cond+greedy,5,True,0.01575303077697754,7
174,brockington,143,6207,greedy_min_degree,7,True,0.00632476806640625,8
174,brockington,143,6207,greedy_random,6,True,5.1021575927734375e-05,8
174,brockington,143,6207,sa_restarts,6,True,0.0011949539184570312,8
174,brockington,143,6207,gat_cond+greedy,6,True,0.015389204025268555,8
4603,steiner,42,724,greedy_min_degree,4,True,0.0007011890411376953,4
4603,steiner,42,724,greedy_random,4,True,2.288818359375e-05,4
4603,steiner,42,724,sa_restarts,4,True,0.0003020763397216797,4
4603,steiner,42,724,gat_cond+greedy,4,True,0.0044269561767578125,4
3153,p_hat,146,5577,greedy_min_degree,9,True,0.0057179927825927734,9
3153,p_hat,146,5577,greedy_random,5,True,4.315376281738281e-05,9
3153,p_hat,146,5577,sa_restarts,9,True,0.0010409355163574219,9
3153,p_hat,146,5577,gat_cond+greedy,7,True,0.01593613624572754,9
1022,c_fat,99,4713,greedy_min_degree,3,True,0.004179954528808594,3
1022,c_fat,99,4713,greedy_random,2,True,2.9802322387695312e-05,3
1022,c_fat,99,4713,sa_restarts,3,True,0.0005648136138916016,3
1022,c_fat,99,4713,gat_cond+greedy,3,True,0.012367010116577148,3
4687,steiner,38,611,greedy_min_degree,4,True,0.0005970001220703125,4
4687,steiner,38,611,greedy_random,4,True,2.6941299438476562e-05,4
4687,steiner,38,611,sa_restarts,4,True,0.0002880096435546875,4
4687,steiner,38,611,gat_cond+greedy,3,True,0.002841949462890625,4
1709,johnson,172,12610,greedy_min_degree,8,True,0.011897802352905273,8
1709,johnson,172,12610,greedy_random,6,True,4.792213439941406e-05,8
1709,johnson,172,12610,sa_restarts,6,True,0.0013930797576904297,8
1709,johnson,172,12610,gat_cond+greedy,4,True,0.02247309684753418,8
725,c_fat,26,322,greedy_min_degree,2,True,0.00033974647521972656,2
725,c_fat,26,322,greedy_random,1,True,2.2649765014648438e-05,2
725,c_fat,26,322,sa_restarts,2,True,0.0001850128173828125,2
725,c_fat,26,322,exact,2,True,0.0001647472381591797,2
725,c_fat,26,322,gat_cond+greedy,2,True,0.003116130828857422,2
4316,sanchis_random,47,510,greedy_min_degree,7,True,0.0005748271942138672,8
4316,sanchis_random,47,510,greedy_random,5,True,2.2172927856445312e-05,8
4316,sanchis_random,47,510,sa_restarts,6,True,0.00037670135498046875,8
4316,sanchis_random,47,510,gat_cond+greedy,7,True,0.0028061866760253906,8
3455,sanchis,35,401,greedy_min_degree,5,True,0.00043582916259765625,5
3455,sanchis,35,401,greedy_random,3,True,2.002716064453125e-05,5
3455,sanchis,35,401,sa_restarts,5,True,0.00031113624572753906,5
3455,sanchis,35,401,exact,5,True,0.0005600452423095703,5
3455,sanchis,35,401,gat_cond+greedy,5,True,0.0026721954345703125,5
3026,p_hat,57,753,greedy_min_degree,8,True,0.0008461475372314453,8
3026,p_hat,57,753,greedy_random,5,True,2.4080276489257812e-05,8
3026,p_hat,57,753,sa_restarts,8,True,0.0004889965057373047,8
3026,p_hat,57,753,gat_cond+greedy,6,True,0.004001140594482422,8
1603,hamming,120,5443,greedy_min_degree,8,True,0.004987239837646484,8
1603,hamming,120,5443,greedy_random,3,True,3.218650817871094e-05,8
1603,hamming,120,5443,sa_restarts,8,True,0.0008580684661865234,8
1603,hamming,120,5443,gat_cond+greedy,8,True,0.01397705078125,8
953,c_fat,56,1476,greedy_min_degree,2,True,0.0016281604766845703,3
953,c_fat,56,1476,greedy_random,2,True,3.2901763916015625e-05,3
953,c_fat,56,1476,sa_restarts,2,True,0.0003180503845214844,3
953,c_fat,56,1476,gat_cond+greedy,2,True,0.0062541961669921875,3
3326,p_hat,52,604,greedy_min_degree,9,True,0.0006799697875976562,9
3326,p_hat,52,604,greedy_random,7,True,2.2172927856445312e-05,9
3326,p_hat,52,604,sa_restarts,9,True,0.0004107952117919922,9
3326,p_hat,52,604,gat_cond+greedy,8,True,0.0029556751251220703,9
1470,hamming,57,1054,greedy_min_degree,7,True,0.0010051727294921875,7
1470,hamming,57,1054,greedy_random,7,True,2.3126602172851562e-05,7
1470,hamming,57,1054,sa_restarts,6,True,0.0004069805145263672,7
1470,hamming,57,1054,gat_cond+greedy,6,True,0.004963874816894531,7
190,brockington,34,271,greedy_min_degree,7,True,0.0003597736358642578,8
190,brockington,34,271,greedy_random,6,True,2.3126602172851562e-05,8
190,brockington,34,271,sa_restarts,6,True,0.0003008842468261719,8
190,brockington,34,271,exact,8,True,0.0007779598236083984,8
190,brockington,34,271,gat_cond+greedy,8,True,0.002154111862182617,8
1480,hamming,118,6403,greedy_min_degree,3,True,0.0056340694427490234,3
1480,hamming,118,6403,greedy_random,2,True,3.504753112792969e-05,3
1480,hamming,118,6403,sa_restarts,3,True,0.0006911754608154297,3
1480,hamming,118,6403,gat_cond+greedy,3,True,0.015278100967407227,3
4162,sanchis_random,30,180,greedy_min_degree,6,True,0.0002391338348388672,7
4162,sanchis_random,30,180,greedy_random,6,True,2.3126602172851562e-05,7
4162,sanchis_random,30,180,sa_restarts,6,True,0.0002789497375488281,7
4162,sanchis_random,30,180,exact,7,True,0.0006189346313476562,7
4162,sanchis_random,30,180,gat_cond+greedy,6,True,0.002231121063232422,7
808,c_fat,91,4030,greedy_min_degree,2,True,0.0034821033477783203,2
808,c_fat,91,4030,greedy_random,2,True,3.62396240234375e-05,2
808,c_fat,91,4030,sa_restarts,2,True,0.0004837512969970703,2
808,c_fat,91,4030,gat_cond+greedy,2,True,0.011691808700561523,2
1162,hamming,200,12685,greedy_min_degree,14,True,0.012423992156982422,14
1162,hamming,200,12685,greedy_random,10,True,5.888938903808594e-05,14
1162,hamming,200,12685,sa_restarts,13,True,0.002132892608642578,14
1162,hamming,200,12685,gat_cond+greedy,13,True,0.02149510383605957,14
479,brockington,39,553,greedy_min_degree,4,True,0.0005419254302978516,5
479,brockington,39,553,greedy_random,3,True,2.2172927856445312e-05,5
479,brockington,39,553,sa_restarts,4,True,0.00031304359436035156,5
479,brockington,39,553,gat_cond+greedy,4,True,0.0038132667541503906,5
1031,c_fat,60,1727,greedy_min_degree,2,True,0.0016093254089355469,2
1031,c_fat,60,1727,greedy_random,2,True,2.09808349609375e-05,2
1031,c_fat,60,1727,sa_restarts,2,True,0.00034499168395996094,2
1031,c_fat,60,1727,gat_cond+greedy,2,True,0.006768941879272461,2
1000,c_fat,61,1820,greedy_min_degree,2,True,0.0017538070678710938,2
1000,c_fat,61,1820,greedy_random,1,True,2.47955322265625e-05,2
1000,c_fat,61,1820,sa_restarts,2,True,0.0003020763397216797,2
1000,c_fat,61,1820,gat_cond+greedy,2,True,0.007174968719482422,2
764,c_fat,105,5293,greedy_min_degree,3,True,0.006837129592895508,3
764,c_fat,105,5293,greedy_random,2,True,4.673004150390625e-05,3
764,c_fat,105,5293,sa_restarts,3,True,0.0007088184356689453,3
764,c_fat,105,5293,gat_cond+greedy,3,True,0.015835046768188477,3
1961,johnson,44,905,greedy_min_degree,2,True,0.0008351802825927734,2
1961,johnson,44,905,greedy_random,2,True,2.5033950805664062e-05,2
1961,johnson,44,905,sa_restarts,2,True,0.00028705596923828125,2
1961,johnson,44,905,gat_cond+greedy,2,True,0.0034999847412109375,2
4009,sanchis_random,28,295,greedy_min_degree,4,True,0.00032210350036621094,4
4009,sanchis_random,28,295,greedy_random,3,True,2.6226043701171875e-05,4
4009,sanchis_random,28,295,sa_restarts,4,True,0.0002579689025878906,4
4009,sanchis_random,28,295,exact,4,True,0.0002491474151611328,4
4009,sanchis_random,28,295,gat_cond+greedy,4,True,0.002498149871826172,4
2266,keller,48,547,greedy_min_degree,11,True,0.0005908012390136719,11
2266,keller,48,547,greedy_random,7,True,2.7179718017578125e-05,11
2266,keller,48,547,sa_restarts,7,True,0.00038313865661621094,11
2266,keller,48,547,gat_cond+greedy,7,True,0.0028641223907470703,11
4064,sanchis_random,88,2911,greedy_min_degree,4,True,0.0029158592224121094,5
4064,sanchis_random,88,2911,greedy_random,4,True,2.7894973754882812e-05,5
4064,sanchis_random,88,2911,sa_restarts,5,True,0.0005388259887695312,5
4064,sanchis_random,88,2911,gat_cond+greedy,4,True,0.011137008666992188,5
1990,johnson,40,557,greedy_min_degree,5,True,0.0005638599395751953,5
1990,johnson,40,557,greedy_random,5,True,2.193450927734375e-05,5
1990,johnson,40,557,sa_restarts,5,True,0.0003361701965332031,5
1990,johnson,40,557,gat_cond+greedy,4,True,0.003453969955444336,5
3091,p_hat,52,385,greedy_min_degree,11,True,0.0005230903625488281,12
3091,p_hat,52,385,greedy_random,11,True,3.504753112792969e-05,12
3091,p_hat,52,385,sa_restarts,10,True,0.0004429817199707031,12
3091,p_hat,52,385,gat_cond+greedy,11,True,0.0026488304138183594,12
4027,sanchis_random,185,9693,greedy_min_degree,8,True,0.009028911590576172,9
4027,sanchis_random,185,9693,greedy_random,6,True,6.699562072753906e-05,9
4027,sanchis_random,185,9693,sa_restarts,8,True,0.0015537738800048828,9
4027,sanchis_random,185,9693,gat_cond+greedy,9,True,0.01861715316772461,9
2672,keller,200,12479,greedy_min_degree,28,True,0.012042999267578125,28
2672,keller,200,12479,greedy_random,7,True,5.888938903808594e-05,28
2672,keller,200,12479,sa_restarts,24,True,0.002992868423461914,28
2672,keller,200,12479,gat_cond+greedy,10,True,0.021093130111694336,28
2838,p_hat,34,241,greedy_min_degree,7,True,0.00030994415283203125,7
2838,p_hat,34,241,greedy_random,6,True,2.9802322387695312e-05,7
2838,p_hat,34,241,sa_restarts,6,True,0.00029587745666503906,7
2838,p_hat,34,241,exact,7,True,0.001043081283569336,7
2838,p_hat,34,241,gat_cond+greedy,7,True,0.0027320384979248047,7
3206,p_hat,22,153,greedy_min_degree,3,True,0.0001919269561767578,4
3206,p_hat,22,153,greedy_random,3,True,2.002716064453125e-05,4
3206,p_hat,22,153,sa_restarts,4,True,0.0002281665802001953,4
3206,p_hat,22,153,exact,4,True,0.00018095970153808594,4
3206,p_hat,22,153,gat_cond+greedy,4,True,0.003347158432006836,4
1194,hamming,23,208,greedy_min_degree,3,True,0.0002467632293701172,3
1194,hamming,23,208,greedy_random,2,True,2.193450927734375e-05,3
1194,hamming,23,208,sa_restarts,3,True,0.00021719932556152344,3
1194,hamming,23,208,exact,3,True,0.00020813941955566406,3
1194,hamming,23,208,gat_cond+greedy,3,True,0.0029001235961914062,3
353,brockington,21,165,greedy_min_degree,3,True,0.00023221969604492188,3
353,brockington,21,165,greedy_random,3,True,1.811981201171875e-05,3
353,brockington,21,165,sa_restarts,3,True,0.00021386146545410156,3
353,brockington,21,165,exact,3,True,0.00013494491577148438,3
353,brockington,21,165,gat_cond+greedy,3,True,0.0025708675384521484,3
894,c_fat,55,1448,greedy_min_degree,2,True,0.0013859272003173828,2
894,c_fat,55,1448,greedy_random,2,True,2.2172927856445312e-05,2
894,c_fat,55,1448,sa_restarts,2,True,0.0003108978271484375,2
894,c_fat,55,1448,gat_cond+greedy,2,True,0.005693912506103516,2
2375,keller,58,789,greedy_min_degree,13,True,0.0008418560028076172,14
2375,keller,58,789,greedy_random,14,True,3.0040740966796875e-05,14
2375,keller,58,789,sa_restarts,14,True,0.0004839897155761719,14
2375,keller,58,789,gat_cond+greedy,7,True,0.003242015838623047,14
129,brockington,95,2566,greedy_min_degree,7,True,0.002465963363647461,7
129,brockington,95,2566,greedy_random,6,True,3.1948089599609375e-05,7
129,brockington,95,2566,sa_restarts,9,True,0.000659942626953125,7
129,brockington,95,2566,gat_cond+greedy,7,True,0.007711172103881836,7
115,brockington,74,1226,greedy_min_degree,7,True,0.0012199878692626953,9
115,brockington,74,1226,greedy_random,6,True,2.8133392333984375e-05,9
115,brockington,74,1226,sa_restarts,8,True,0.0005359649658203125,9
115,brockington,74,1226,gat_cond+greedy,8,True,0.0068569183349609375,9
3378,sanchis,63,1108,greedy_min_degree,7,True,0.0010950565338134766,7
3378,sanchis,63,1108,greedy_random,5,True,3.504753112792969e-05,7
3378,sanchis,63,1108,sa_restarts,6,True,0.0005087852478027344,7
3378,sanchis,63,1108,gat_cond+greedy,7,True,0.005101203918457031,7
4705,steiner,115,6159,greedy_min_degree,4,True,0.016510963439941406,4
4705,steiner,115,6159,greedy_random,4,True,4.482269287109375e-05,4
4705,steiner,115,6159,sa_restarts,4,True,0.0007669925689697266,4
4705,steiner,115,6159,gat_cond+greedy,2,True,0.018741130828857422,4
921,c_fat,57,1549,greedy_min_degree,2,True,0.0013949871063232422,2
921,c_fat,57,1549,greedy_random,2,True,2.6226043701171875e-05,2
921,c_fat,57,1549,sa_restarts,2,True,0.00032401084899902344,2
921,c_fat,57,1549,gat_cond+greedy,2,True,0.006930112838745117,2
1948,johnson,52,959,greedy_min_degree,6,True,0.0010001659393310547,6
1948,johnson,52,959,greedy_random,6,True,2.9325485229492188e-05,6
1948,johnson,52,959,sa_restarts,6,True,0.0004298686981201172,6
1948,johnson,52,959,gat_cond+greedy,6,True,0.0046231746673583984,6
4398,sanchis_random,189,11085,greedy_min_degree,7,True,0.011122941970825195,8
4398,sanchis_random,189,11085,greedy_random,5,True,0.00010609626770019531,8
4398,sanchis_random,189,11085,sa_restarts,6,True,0.001413106918334961,8
4398,sanchis_random,189,11085,gat_cond+greedy,6,True,0.019224882125854492,8
258,brockington,82,2020,greedy_min_degree,7,True,0.0019390583038330078,7
258,brockington,82,2020,greedy_random,5,True,3.1948089599609375e-05,7
258,brockington,82,2020,sa_restarts,7,True,0.0005860328674316406,7
258,brockington,82,2020,gat_cond+greedy,5,True,0.008024215698242188,7
1347,hamming,31,380,greedy_min_degree,3,True,0.000392913818359375,3
1347,hamming,31,380,greedy_random,2,True,2.002716064453125e-05,3
1347,hamming,31,380,sa_restarts,3,True,0.0002491474151611328,3
1347,hamming,31,380,exact,3,True,0.0003101825714111328,3
1347,hamming,31,380,gat_cond+greedy,3,True,0.0030019283294677734,3
1596,hamming,100,3847,greedy_min_degree,8,True,0.0033910274505615234,8
1596,hamming,100,3847,greedy_random,5,True,3.5762786865234375e-05,8
1596,hamming,100,3847,sa_restarts,8,True,0.0008831024169921875,8
1596,hamming,100,3847,gat_cond+greedy,7,True,0.012857198715209961,8
1550,hamming,28,316,greedy_min_degree,2,True,0.0003619194030761719,2
1550,hamming,28,316,greedy_random,2,True,2.193450927734375e-05,2
1550,hamming,28,316,sa_restarts,2,True,0.0002372264862060547,2
1550,hamming,28,316,exact,2,True,0.0002639293670654297,2
1550,hamming,28,316,gat_cond+greedy,2,True,0.002398252487182617,2
4803,steiner,114,6051,greedy_min_degree,4,True,0.005597829818725586,4
4803,steiner,114,6051,greedy_random,4,True,4.00543212890625e-05,4
4803,steiner,114,6051,sa_restarts,4,True,0.0007739067077636719,4
4803,steiner,114,6051,gat_cond+greedy,4,True,0.015824079513549805,4
1802,johnson,77,2245,greedy_min_degree,7,True,0.0020318031311035156,7
1802,johnson,77,2245,greedy_random,4,True,2.7894973754882812e-05,7
1802,johnson,77,2245,sa_restarts,7,True,0.00057220458984375,7
1802,johnson,77,2245,gat_cond+greedy,4,True,0.008806943893432617,7
4072,sanchis_random,47,501,greedy_min_degree,7,True,0.0005550384521484375,7
4072,sanchis_random,47,501,greedy_random,6,True,2.9325485229492188e-05,7
4072,sanchis_random,47,501,sa_restarts,7,True,0.0004069805145263672,7
4072,sanchis_random,47,501,gat_cond+greedy,7,True,0.0028209686279296875,7
3296,p_hat,48,497,greedy_min_degree,8,True,0.0005471706390380859,9
3296,p_hat,48,497,greedy_random,6,True,2.193450927734375e-05,9
3296,p_hat,48,497,sa_restarts,9,True,0.0004038810729980469,9
3296,p_hat,48,497,gat_cond+greedy,9,True,0.0024161338806152344,9
3062,p_hat,71,1201,greedy_min_degree,7,True,0.0012128353118896484,9
3062,p_hat,71,1201,greedy_random,5,True,3.0040740966796875e-05,9
3062,p_hat,71,1201,sa_restarts,8,True,0.0006260871887207031,9
3062,p_hat,71,1201,gat_cond+greedy,9,True,0.00596308708190918,9
4296,sanchis_random,199,9049,greedy_min_degree,11,True,0.009510993957519531,11
4296,sanchis_random,199,9049,greedy_random,7,True,6.008148193359375e-05,11
4296,sanchis_random,199,9049,sa_restarts,9,True,0.0016329288482666016,11
4296,sanchis_random,199,9049,gat_cond+greedy,10,True,0.016963720321655273,11
1857,johnson,22,127,greedy_min_degree,7,True,0.00016689300537109375,7
1857,johnson,22,127,greedy_random,6,True,1.7881393432617188e-05,7
1857,johnson,22,127,sa_restarts,7,True,0.00023698806762695312,7
1857,johnson,22,127,exact,7,True,0.000141143798828125,7
1857,johnson,22,127,gat_cond+greedy,7,True,0.0023941993713378906,7
1985,johnson,18,82,greedy_min_degree,4,True,0.00011491775512695312,4
1985,johnson,18,82,greedy_random,3,True,1.4066696166992188e-05,4
1985,johnson,18,82,sa_restarts,4,True,0.00019931793212890625,4
1985,johnson,18,82,exact,4,True,0.00011873245239257812,4
1985,johnson,18,82,gat_cond+greedy,4,True,0.0011508464813232422,4
2977,p_hat,135,3662,greedy_min_degree,11,True,0.0036001205444335938,11
2977,p_hat,135,3662,greedy_random,9,True,5.316734313964844e-05,11
2977,p_hat,135,3662,sa_restarts,10,True,0.0009920597076416016,11
2977,p_hat,135,3662,gat_cond+greedy,10,True,0.01200723648071289,11
4509,steiner,38,583,greedy_min_degree,4,True,0.0005609989166259766,4
4509,steiner,38,583,greedy_random,4,True,2.3126602172851562e-05,4
4509,steiner,38,583,sa_restarts,4,True,0.0002968311309814453,4
4509,steiner,38,583,gat_cond+greedy,4,True,0.003225088119506836,4
4617,steiner,104,4833,greedy_min_degree,4,True,0.004305839538574219,4
4617,steiner,104,4833,greedy_random,2,True,4.291534423828125e-05,4
4617,steiner,104,4833,sa_restarts,4,True,0.0007119178771972656,4
4617,steiner,104,4833,gat_cond+greedy,4,True,0.014177083969116211,4
2538,keller,198,12202,greedy_min_degree,23,True,0.015311956405639648,23
2538,keller,198,12202,greedy_random,22,True,8.702278137207031e-05,23
2538,keller,198,12202,sa_restarts,21,True,0.002665996551513672,23
2538,keller,198,12202,gat_cond+greedy,10,True,0.021038055419921875,23
1273,hamming,106,4250,greedy_min_degree,8,True,0.004168033599853516,8
1273,hamming,106,4250,greedy_random,5,True,5.0067901611328125e-05,8
1273,hamming,106,4250,sa_restarts,8,True,0.0008368492126464844,8
1273,hamming,106,4250,gat_cond+greedy,7,True,0.014568090438842773,8
1135,hamming,101,3910,greedy_min_degree,8,True,0.003548145294189453,8
1135,hamming,101,3910,greedy_random,7,True,4.363059997558594e-05,8
1135,hamming,101,3910,sa_restarts,8,True,0.0008420944213867188,8
1135,hamming,101,3910,gat_cond+greedy,7,True,0.009659767150878906,8
3170,p_hat,43,322,greedy_min_degree,11,True,0.0003981590270996094,11
3170,p_hat,43,322,greedy_random,8,True,2.6226043701171875e-05,11
3170,p_hat,43,322,sa_restarts,9,True,0.00038814544677734375,11
3170,p_hat,43,322,gat_cond+greedy,11,True,0.0032448768615722656,11
942,c_fat,81,3164,greedy_min_degree,2,True,0.0029277801513671875,2
942,c_fat,81,3164,greedy_random,2,True,3.0994415283203125e-05,2
942,c_fat,81,3164,sa_restarts,2,True,0.0004999637603759766,2
942,c_fat,81,3164,gat_cond+greedy,2,True,0.012657880783081055,2
132,brockington,176,9978,greedy_min_degree,6,True,0.009660720825195312,8
132,brockington,176,9978,greedy_random,7,True,5.1975250244140625e-05,8
132,brockington,176,9978,sa_restarts,6,True,0.0018820762634277344,8
132,brockington,176,9978,gat_cond+greedy,6,True,0.019372224807739258,8
3707,sanchis,37,376,greedy_min_degree,6,True,0.0004248619079589844,6
3707,sanchis,37,376,greedy_random,4,True,2.4080276489257812e-05,6
3707,sanchis,37,376,sa_restarts,5,True,0.0003178119659423828,6
3707,sanchis,37,376,gat_cond+greedy,5,True,0.0033211708068847656,6
102,brockington,49,857,greedy_min_degree,5,True,0.0008120536804199219,5
102,brockington,49,857,greedy_random,4,True,2.09808349609375e-05,5
102,brockington,49,857,sa_restarts,4,True,0.0003552436828613281,5
102,brockington,49,857,gat_cond+greedy,5,True,0.003770112991333008,5
4011,sanchis_random,64,1130,greedy_min_degree,6,True,0.0010797977447509766,7
4011,sanchis_random,64,1130,greedy_random,6,True,2.4080276489257812e-05,7
4011,sanchis_random,64,1130,sa_restarts,7,True,0.0005002021789550781,7
4011,sanchis_random,64,1130,gat_cond+greedy,6,True,0.004338979721069336,7
1804,johnson,52,1278,greedy_min_degree,3,True,0.0011479854583740234,3
1804,johnson,52,1278,greedy_random,2,True,2.09808349609375e-05,3
1804,johnson,52,1278,sa_restarts,3,True,0.0003120899200439453,3
1804,johnson,52,1278,gat_cond+greedy,2,True,0.005789756774902344,3
2355,keller,57,759,greedy_min_degree,14,True,0.0008690357208251953,15
2355,keller,57,759,greedy_random,7,True,2.5033950805664062e-05,15
2355,keller,57,759,sa_restarts,7,True,0.0004470348358154297,15
2355,keller,57,759,gat_cond+greedy,15,True,0.0037491321563720703,15
2209,johnson,169,12184,greedy_min_degree,8,True,0.011435985565185547,8
2209,johnson,169,12184,greedy_random,4,True,5.1021575927734375e-05,8
2209,johnson,169,12184,sa_restarts,8,True,0.0013360977172851562,8
2209,johnson,169,12184,gat_cond+greedy,4,True,0.018357038497924805,8
4631,steiner,40,656,greedy_min_degree,4,True,0.0006308555603027344,4
4631,steiner,40,656,greedy_random,3,True,1.9788742065429688e-05,4
4631,steiner,40,656,sa_restarts,4,True,0.0002980232238769531,4
4631,steiner,40,656,gat_cond+greedy,4,True,0.0033500194549560547,4
4533,steiner,116,6193,greedy_min_degree,4,True,0.005408048629760742,4
4533,steiner,116,6193,greedy_random,4,True,3.409385681152344e-05,4
4533,steiner,116,6193,sa_restarts,4,True,0.0007460117340087891,4
4533,steiner,116,6193,gat_cond+greedy,2,True,0.017633914947509766,4
2832,p_hat,146,3810,greedy_min_degree,12,True,0.0036690235137939453,13
2832,p_hat,146,3810,greedy_random,10,True,4.38690185546875e-05,13
2832,p_hat,146,3810,sa_restarts,12,True,0.0010509490966796875,13
2832,p_hat,146,3810,gat_cond+greedy,10,True,0.011754989624023438,13
752,c_fat,167,8191,greedy_min_degree,5,True,0.007428884506225586,5
752,c_fat,167,8191,greedy_random,3,True,5.2928924560546875e-05,5
752,c_fat,167,8191,sa_restarts,5,True,0.0009500980377197266,5
752,c_fat,167,8191,gat_cond+greedy,4,True,0.01729273796081543,5
3064,p_hat,111,2944,greedy_min_degree,9,True,0.0028221607208251953,10
3064,p_hat,111,2944,greedy_random,8,True,3.719329833984375e-05,10
3064,p_hat,111,2944,sa_restarts,8,True,0.0007760524749755859,10
3064,p_hat,111,2944,gat_cond+greedy,9,True,0.01009368896484375,10
2822,p_hat,29,189,greedy_min_degree,6,True,0.00023293495178222656,7
2822,p_hat,29,189,greedy_random,6,True,1.811981201171875e-05,7
2822,p_hat,29,189,sa_restarts,7,True,0.0003063678741455078,7
2822,p_hat,29,189,exact,7,True,0.0004889965057373047,7
2822,p_hat,29,189,gat_cond+greedy,7,True,0.0023717880249023438,7
3451,sanchis,80,1422,greedy_min_degree,8,True,0.0015077590942382812,10
3451,sanchis,80,1422,greedy_random,8,True,3.910064697265625e-05,10
3451,sanchis,80,1422,sa_restarts,10,True,0.0006232261657714844,10
3451,sanchis,80,1422,gat_cond+greedy,8,True,0.005610942840576172,10
789,c_fat,42,834,greedy_min_degree,2,True,0.0008072853088378906,3
789,c_fat,42,834,greedy_random,2,True,2.09808349609375e-05,3
789,c_fat,42,834,sa_restarts,3,True,0.0002598762512207031,3
789,c_fat,42,834,gat_cond+greedy,3,True,0.003283977508544922,3
4654,steiner,39,609,greedy_min_degree,4,True,0.0005838871002197266,4
4654,steiner,39,609,greedy_random,4,True,2.4080276489257812e-05,4
4654,steiner,39,609,sa_restarts,4,True,0.0003409385681152344,4
4654,steiner,39,609,gat_cond+greedy,4,True,0.0033550262451171875,4
450,brockington,133,6982,greedy_min_degree,5,True,0.009260892868041992,5
450,brockington,133,6982,greedy_random,4,True,0.0001881122589111328,5
450,brockington,133,6982,sa_restarts,4,True,0.0014948844909667969,5
450,brockington,133,6982,gat_cond+greedy,4,True,0.026344776153564453,5
138,brockington,20,83,greedy_min_degree,5,True,0.00013399124145507812,5
138,brockington,20,83,greedy_random,4,True,2.002716064453125e-05,5
